


  RMIN =  .750  MAXV   = 10  BE =    2.6500
         1.4250           20097.180         1.4300           19845.300         1.4350           19595.870
         1.4400           19348.840         1.4450           19104.210         1.4500           18861.950
         1.4550           18622.050         1.4600           18384.500         1.4650           18149.260
         1.4700           17916.330         1.4750           17685.680         1.4800           17457.300
         1.4850           17231.170         1.4900           17007.270         1.4950           16785.580
         1.5000           16566.100         1.5050           16348.790         1.5100           16133.640
         1.5150           15920.640         1.5200           15709.770         1.5250           15501.020
         1.5300           15294.350         1.5350           15089.770         1.5400           14887.250
         1.5450           14686.780         1.5500           14488.340         1.5550           14291.910
         1.5600           14097.480         1.5650           13905.030         1.5700           13714.550
         1.5750           13526.030         1.5800           13339.430         1.5850           13154.760
         1.5900           12972.000         1.5950           12791.120         1.6000           12612.130
         1.6050           12434.990         1.6100           12259.690         1.6150           12086.230
         1.6200           11914.590         1.6250           11744.750         1.6300           11576.690
         1.6350           11410.410         1.6400           11245.890         1.6450           11083.120
         1.6500           10922.070         1.6550           10762.740         1.6600           10605.120
         1.6650           10449.190         1.6700           10294.930         1.6750           10142.340
         1.6800            9991.399         1.6850            9842.094         1.6900            9694.411
         1.6950            9548.340         1.7000            9403.866         1.7050            9260.977
         1.7100            9119.659         1.7150            8979.901         1.7200            8841.689
         1.7250            8705.013         1.7300            8569.857         1.7350            8436.212
         1.7400            8304.063         1.7450            8173.399         1.7500            8044.209
         1.7550            7916.480         1.7600            7790.200         1.7650            7665.358
         1.7700            7541.941         1.7750            7403.202         1.7800            7299.152
         1.7850            7196.487         1.7900            7094.914         1.7950            6994.568
         1.8000            6895.358         1.8050            6797.237         1.8100            6700.214
         1.8150            6604.604         1.8200            6510.130         1.8250            6416.979
         1.8300            6324.966         1.8350            6234.088         1.8400            6144.242
         1.8450            6055.408         1.8500            5967.635         1.8550            5880.783
         1.8600            5794.874         1.8650            5709.845         1.8700            5625.680
         1.8750            5542.483         1.8800            5460.011         1.8850            5378.224
         1.8900            5296.897         1.8950            5216.297         1.9000            5136.230
         1.9050            5056.843         1.9100            4978.048         1.9150            4899.951
         1.9200            4822.465         1.9250            4745.660         1.9300            4669.517
         1.9350            4594.050         1.9400            4519.290         1.9450            4445.245
         1.9500            4371.936         1.9550            4299.370         1.9600            4227.617
         1.9650            4156.818         1.9700            4086.796         1.9750            4017.343
         1.9800            3948.574         1.9850            3880.478         1.9900            3813.042
         1.9950            3746.233         2.0000            3680.083         2.0050            3614.558
         2.0100            3549.664         2.0150            3485.459         2.0200            3421.841
         2.0250            3358.857         2.0300            3296.502         2.0350            3234.759
         2.0400            3173.618         2.0450            3113.136         2.0500            3053.272
         2.0550            2994.001         2.0600            2935.344         2.0650            2877.327
         2.0700            2819.905         2.0750            2763.104         2.0800            2706.938
         2.0850            2651.361         2.0900            2596.315         2.0950            2541.854
1
         2.1000            2487.954         2.1050            2434.621         2.1100            2381.868
         2.1150            2329.694         2.1200            2278.083         2.1250            2227.050
         2.1300            2176.603         2.1350            2126.725         2.1400            2077.421
         2.1450            2028.698         2.1500            1980.578         2.1550            1933.032
         2.1600            1886.062         2.1650            1839.681         2.1700            1793.891
         2.1750            1748.696         2.1800            1704.089         2.1850            1660.072
         2.1900            1616.646         2.1950            1573.819         2.2000            1531.592
         2.2050            1489.973         2.2100            1448.960         2.2150            1408.559
         2.2200            1368.775         2.2250            1329.629         2.2300            1291.111
         2.2350            1253.313         2.2400            1216.257         2.2450            1179.910
         2.2500            1144.169         2.2550            1108.878         2.2600            1073.810
         2.2650            1039.000         2.2700            1004.753         2.2750             970.946
         2.2800             937.589         2.2850             904.701         2.2900             872.291
         2.2950             840.375         2.3000             808.967         2.3050             778.076
         2.3100             747.716         2.3150             717.896         2.3200             688.630
         2.3250             659.926         2.3300             631.795         2.3350             604.245
         2.3400             577.286         2.3450             550.921         2.3500             525.162
         2.3550             500.012         2.3600             475.479         2.3650             451.566
         2.3700             428.280         2.3750             405.622         2.3800             383.597
         2.3850             362.207         2.3900             341.454         2.3950             321.339
         2.4000             301.863         2.4050             283.025         2.4100             264.826
         2.4150             247.265         2.4200             230.340         2.4250             214.052
         2.4300             198.397         2.4350             183.374         2.4400             168.979
         2.4450             155.210         2.4500             142.063         2.4550             129.533
         2.4600             117.617         2.4650             106.310         2.4700              95.605
         2.4750              85.499         2.4800              75.963         2.4850              67.019
         2.4900              58.667         2.4950              50.903         2.5000              43.717
         2.5050              37.104         2.5100              31.057         2.5150              25.568
         2.5200              20.632         2.5250              16.242         2.5300              12.390
         2.5350               9.072         2.5400               6.280         2.5450               4.008
         2.5500               2.250         2.5550               1.000         2.5600                .252
         2.5650                .000         2.5700                .238         2.5750                .961
         2.5800               2.163         2.5850               3.838         2.5900               5.980
         2.5950               8.585         2.6000              11.647         2.6050              15.161
         2.6100              19.121         2.6150              23.523         2.6200              28.361
         2.6250              33.631         2.6300              39.328         2.6350              45.447
         2.6400              51.983         2.6450              58.932         2.6500              66.288
         2.6550              74.050         2.6600              82.210         2.6650              90.766
         2.6700              99.712         2.6750             109.046         2.6800             118.764
         2.6850             128.859         2.6900             139.331         2.6950             150.173
         2.7000             161.384         2.7050             172.959         2.7100             184.895
         2.7150             197.187         2.7200             209.835         2.7250             222.832
         2.7300             236.178         2.7350             249.868         2.7400             263.902
         2.7450             278.276         2.7500             292.987         2.7550             308.033
         2.7600             323.411         2.7650             339.118         2.7700             355.154
1
         2.7750             371.514         2.7800             388.199         2.7850             405.204
         2.7900             422.530         2.7950             440.172         2.8000             458.132
         2.8050             476.406         2.8100             494.992         2.8150             513.890
         2.8200             533.098         2.8250             552.615         2.8300             572.440
         2.8350             592.574         2.8400             613.012         2.8450             633.755
         2.8500             654.800         2.8550             676.150         2.8600             697.802
         2.8650             719.758         2.8700             742.016         2.8750             764.577
         2.8800             787.438         2.8850             810.603         2.8900             834.068
         2.8950             857.835         2.9000             881.901         2.9050             906.270
         2.9100             930.939         2.9150             955.914         2.9200             981.190
         2.9250            1006.772         2.9300            1032.659         2.9350            1058.849
         2.9400            1085.347         2.9450            1112.151         2.9500            1139.264
         2.9550            1166.687         2.9600            1194.423         2.9650            1222.426
         2.9700            1250.478         2.9750            1278.661         2.9800            1306.992
         2.9850            1335.479         2.9900            1364.135         2.9950            1392.962
         3.0000            1421.965         3.0050            1451.141         3.0100            1480.489
         3.0150            1510.000         3.0200            1539.671         3.0250            1569.510
         3.0300            1599.512         3.0350            1629.671         3.0400            1659.986
         3.0450            1690.453         3.0500            1721.070         3.0550            1751.831
         3.0600            1782.736         3.0650            1813.780         3.0700            1844.960
         3.0750            1876.288         3.0800            1907.738         3.0850            1939.315
         3.0900            1971.016         3.0950            2002.843         3.1000            2034.791
         3.1050            2066.859         3.1100            2099.041         3.1150            2131.334
         3.1200            2163.727         3.1250            2196.230         3.1300            2228.841
         3.1350            2261.553         3.1400            2294.358         3.1450            2327.254
         3.1500            2360.237         3.1550            2393.310         3.1600            2426.474
         3.1650            2459.736         3.1700            2493.074         3.1750            2526.480
         3.1800            2559.955         3.1850            2593.507         3.1900            2627.135
         3.1950            2660.833         3.2000            2694.599         3.2050            2728.423
         3.2100            2762.297         3.2150            2796.216         3.2200            2830.180
         3.2250            2864.184         3.2300            2898.226         3.2350            2932.302
         3.2400            2966.416         3.2450            3000.563         3.2500            3034.748
         3.2550            3068.963         3.2600            3103.193         3.2650            3137.443
         3.2700            3171.723         3.2750            3206.031         3.2800            3240.368
         3.2850            3274.723         3.2900            3309.086         3.2950            3343.436
         3.3000            3377.808         3.3050            3412.196         3.3100            3446.589
         3.3150            3480.980         3.3200            3515.364         3.3250            3549.745
         3.3300            3584.126         3.3350            3618.520         3.3400            3652.920
         3.3450            3687.299         3.3500            3721.660         3.3550            3756.010
         3.3600            3790.347         3.3650            3824.674         3.3700            3858.986
         3.3750            3893.281         3.3800            3927.552         3.3850            3961.808
         3.3900            3996.037         3.3950            4030.245         3.4000            4064.430
         3.4050            4098.593         3.4100            4132.725         3.4150            4166.820
         3.4200            4200.864         3.4250            4234.851         3.4300            4268.786
         3.4350            4302.672         3.4400            4336.507         3.4450            4370.291
1
         3.4500            4404.027         3.4550            4437.717         3.4600            4471.367
         3.4650            4504.982         3.4700            4538.542         3.4750            4572.051
         3.4800            4605.523         3.4850            4638.958         3.4900            4672.358
         3.4950            4705.711         3.5000            4739.006         3.5050            4772.229
         3.5100            4805.435         3.5150            4838.606         3.5200            4871.728
         3.5250            4904.785         3.5300            4937.781         3.5350            4970.722
         3.5400            5003.630         3.5450            5036.516         3.5500            5069.329
         3.5550            5102.081         3.5600            5134.785         3.5650            5167.440
         3.5700            5200.048         3.5750            5232.602         3.5800            5265.088
         3.5850            5297.507         3.5900            5329.928         3.5950            5362.255
         3.6000            5394.506         3.6050            5426.701         3.6100            5458.845
         3.6150            5490.944         3.6200            5522.991         3.6250            5554.980
         3.6300            5586.854         3.6350            5618.668         3.6400            5650.416
         3.6450            5682.094         3.6500            5713.694         3.6550            5745.215
         3.6600            5776.650         3.6650            5808.000         3.6700            5839.263
         3.6750            5870.467         3.6800            5901.600         3.6850            5932.649
         3.6900            5963.605         3.6950            5994.471         3.7000            6025.250
         3.7050            6055.954         3.7100            6086.620         3.7150            6117.176
         3.7200            6147.615         3.7250            6177.971         3.7300            6208.268
         3.7350            6238.504         3.7400            6268.669         3.7450            6298.727
         3.7500            6328.632         3.7550            6358.482         3.7600            6388.282
         3.7650            6417.999         3.7700            6447.616         3.7750            6477.127
         3.7800            6506.542         3.7850            6535.882         3.7900            6565.184
         3.7950            6594.390         3.8000            6623.462         3.8050            6652.440
         3.8100            6681.345         3.8150            6710.177         3.8200            6738.937
         3.8250            6767.607         3.8300            6796.163         3.8350            6824.599
         3.8400            6853.005         3.8450            6881.307         3.8500            6909.524
         3.8550            6937.671         3.8600            6965.750         3.8650            6993.763
         3.8700            7021.698         3.8750            7049.538         3.8800            7077.233
         3.8850            7104.875         3.8900            7132.469         3.8950            7159.990
         3.9000            7187.417         3.9050            7214.747         3.9100            7241.978
         3.9150            7269.125         3.9200            7296.209         3.9250            7323.232
         3.9300            7350.183         3.9350            7377.043         3.9400            7403.781
         3.9450            7430.505         3.9500            7457.133         3.9550            7483.691
         3.9600            7510.181         3.9650            7536.602         3.9700            7562.953
         3.9750            7589.235         3.9800            7615.447         3.9850            7641.590
         3.9900            7667.664         3.9950            7693.667         4.0000            7719.602
         4.0050            7745.465         4.0100            7771.260         4.0150            7796.984
         4.0200            7822.638         4.0250            7848.222         4.0300            7873.736
         4.0350            7899.179         4.0400            7924.553         4.0450            7949.855
         4.0500            7975.088         4.0550            8000.250         4.0600            8025.342
         4.0650            8050.363         4.0700            8075.314         4.0750            8100.194
         4.0800            8125.004         4.0850            8149.743         4.0900            8174.411
         4.0950            8199.009         4.1000            8223.536         4.1050            8247.992
         4.1100            8272.378         4.1150            8296.693         4.1200            8320.938
1
         4.1250            8345.111         4.1300            8369.215         4.1350            8393.247
         4.1400            8417.209         4.1450            8441.100         4.1500            8464.920
         4.1550            8488.670         4.1600            8512.349         4.1650            8535.958
         4.1700            8559.496         4.1750            8582.963         4.1800            8606.360
         4.1850            8629.687         4.1900            8652.942         4.1950            8676.128
         4.2000            8699.243         4.2050            8722.288         4.2100            8745.263
         4.2150            8768.167         4.2200            8791.001         4.2250            8813.766
         4.2300            8836.459         4.2350            8859.083         4.2400            8881.637
         4.2450            8904.120         4.2500            8926.534         4.2550            8948.878
         4.2600            8971.152         4.2650            8993.357         4.2700            9015.492
         4.2750            9037.558         4.2800            9059.553         4.2850            9081.479
         4.2900            9103.336         4.2950            9125.124         4.3000            9146.843
         4.3050            9168.492         4.3100            9190.072         4.3150            9211.583
         4.3200            9233.025         4.3250            9254.399         4.3300            9275.704
         4.3350            9296.939         4.3400            9318.107         4.3450            9339.206
         4.3500            9360.237         4.3550            9381.199         4.3600            9402.094
         4.3650            9422.920         4.3700            9443.678         4.3750            9464.368
         4.3800            9484.990         4.3850            9505.545         4.3900            9526.032
         4.3950            9546.451         4.4000            9566.804         4.4050            9587.088
         4.4100            9607.306         4.4150            9627.456         4.4200            9647.540
         4.4250            9667.557         4.4300            9687.506         4.4350            9707.390
         4.4400            9727.206         4.4450            9746.956         4.4500            9766.640
         4.4550            9786.258         4.4600            9805.810         4.4650            9825.295
         4.4700            9844.715         4.4750            9864.069         4.4800            9883.358
         4.4850            9902.581         4.4900            9921.739         4.4950            9940.831
         4.5000            9959.858         4.5050            9978.821         4.5100            9997.719
         4.5150           10016.550         4.5200           10035.320         4.5250           10054.020
         4.5300           10072.660         4.5350           10091.240         4.5400           10109.750
         4.5450           10128.200         4.5500           10146.580         4.5550           10164.900
         4.5600           10183.160         4.5650           10201.350         4.5700           10219.480
         4.5750           10237.540         4.5800           10255.550         4.5850           10273.490
         4.5900           10291.370         4.5950           10309.180         4.6000           10326.930
         4.6050           10344.630         4.6100           10362.250         4.6150           10379.820
         4.6200           10397.320         4.6250           10414.770         4.6300           10432.150
         4.6350           10449.470         4.6400           10466.720         4.6450           10483.920
         4.6500           10501.060         4.6550           10518.130         4.6600           10535.150
         4.6650           10552.100         4.6700           10568.990         4.6750           10585.830
         4.6800           10602.600         4.6850           10619.310         4.6900           10635.970
         4.6950           10652.560         4.7000           10669.090         4.7050           10685.570
         4.7100           10701.980         4.7150           10718.340         4.7200           10734.630
         4.7250           10750.870         4.7300           10767.050         4.7350           10783.170
         4.7400           10799.230         4.7450           10815.240         4.7500           10831.180
         4.7550           10847.070         4.7600           10862.900         4.7650           10878.670
         4.7700           10894.390         4.7750           10910.050         4.7800           10925.650
         4.7850           10941.190         4.7900           10956.680         4.7950           10972.110
1
         4.8000           10987.480         4.8050           11002.800         4.8100           11018.060
         4.8150           11033.270         4.8200           11048.410         4.8250           11063.510
         4.8300           11078.540         4.8350           11093.530         4.8400           11108.450
         4.8450           11123.320         4.8500           11138.140         4.8550           11152.900
         4.8600           11167.610         4.8650           11182.260         4.8700           11196.860
         4.8750           11211.400         4.8800           11225.890         4.8850           11240.330
         4.8900           11254.710         4.8950           11269.040         4.9000           11283.310
         4.9050           11297.530         4.9100           11311.700         4.9150           11325.820
         4.9200           11339.880         4.9250           11353.890         4.9300           11367.840
         4.9350           11381.750         4.9400           11395.600         4.9450           11409.400
         4.9500           11423.150         4.9550           11436.850         4.9600           11450.490
         4.9650           11464.080         4.9700           11477.630         4.9750           11491.120
         4.9800           11504.560         4.9850           11517.950         4.9900           11531.280
         4.9950           11544.570         5.0000           11557.810         5.0050           11571.000
         5.0100           11584.130         5.0150           11597.220         5.0200           11610.260
         5.0250           11623.240         5.0300           11636.180         5.0350           11649.070
         5.0400           11661.910         5.0450           11674.700         5.0500           11687.440
         5.0550           11700.140         5.0600           11712.780         5.0650           11725.380
         5.0700           11737.920         5.0750           11750.420         5.0800           11762.880
         5.0850           11775.280         5.0900           11787.640         5.0950           11799.950
         5.1000           11812.210         5.1050           11824.420         5.1100           11836.590
         5.1150           11848.710         5.1200           11860.780         5.1250           11872.810
         5.1300           11884.790         5.1350           11896.730         5.1400           11908.610
         5.1450           11920.460         5.1500           11932.250         5.1550           11944.000
         5.1600           11955.710         5.1650           11967.370         5.1700           11978.980
         5.1750           11990.550         5.1800           12002.080         5.1850           12013.560
         5.1900           12024.990         5.1950           12036.380         5.2000           12047.730
         5.2050           12059.030         5.2100           12070.290         5.2150           12081.500
         5.2200           12092.670         5.2250           12103.800         5.2300           12114.880
         5.2350           12125.920         5.2400           12136.920         5.2450           12147.870
         5.2500           12158.780         5.2550           12169.650         5.2600           12180.470
         5.2650           12191.260         5.2700           12202.000         5.2750           12212.690
         5.2800           12223.350         5.2850           12233.960         5.2900           12244.540
         5.2950           12255.070         5.3000           12265.560         5.3050           12276.010
         5.3100           12286.410         5.3150           12296.780         5.3200           12307.100
         5.3250           12317.390         5.3300           12327.630         5.3350           12337.830
         5.3400           12348.000         5.3450           12358.120         5.3500           12368.200
         5.3550           12378.250         5.3600           12388.250         5.3650           12398.210
         5.3700           12408.130         5.3750           12418.020         5.3800           12427.860
         5.3850           12437.670         5.3900           12447.440         5.3950           12457.170
         5.4000           12466.850         5.4050           12476.510         5.4100           12486.120
         5.4150           12495.690         5.4200           12505.230         5.4250           12514.730
         5.4300           12524.190         5.4350           12533.610         5.4400           12542.990
         5.4450           12552.340         5.4500           12561.650         5.4550           12570.920
         5.4600           12580.160         5.4650           12589.360         5.4700           12598.520
1
         5.4750           12607.650         5.4800           12616.730         5.4850           12625.790
         5.4900           12634.800         5.4950           12643.780         5.5000           12652.730

1V'  B(V)  (CAL)   B(V)  (OBS)    DEVIATION        E(V)ALC)   E(V) (OBS)   DEVIATION        RMIN     RMAX   
   -1   2.6500         2.6500       .0000               .0000         .0000       .0000      2.5651      2.5651
    0   2.6353         2.6300       .0053            409.2757      411.1000     -1.8243      2.3738      2.7867
    1   2.6194         2.6250      -.0056           1213.0410     1215.9000     -2.8595      2.2400      2.9638
    2   2.6180         2.6180       .0000           1995.8190     1997.5000     -1.6807      2.1482      3.0942
    3   2.6089         2.6080       .0009           2754.6240     2755.9000     -1.2761      2.0756      3.2091
    4   2.5910         2.5920      -.0010           3489.3820     3491.1000     -1.7183      2.0146      3.3165
    5   2.5688         2.5700      -.0012           4202.1730     4203.1000      -.9268      1.9617      3.4203
    6   2.5399         2.5400      -.0001           4891.3380     4891.9000      -.5620      1.9155      3.5230
    7   2.5053         2.5080      -.0027           5557.1110     5557.5000      -.3892      1.8741      3.6254
    8   2.4620         2.4680      -.0060           6200.2730     6199.9000       .3730      1.8369      3.7286
    9   2.4125         2.4190      -.0065           6820.9790     6819.1000      1.8784      1.8039      3.8340
   10   2.3552         2.3650      -.0098           7418.5400     7415.1000      3.4399      1.7744      3.9421
  NOISE FACTOR HAS MAXIMUM VALUE OF    .12E-09



  RMIN =  .750  MAXV   = 10  BE =    5.8257
  RMAX = 5.500  KDMAXV = 10  RE =    1.7300
  DELR =  .005  NEIG   =  0  DE =17526.6000
  ZMU  =  .967


 THE KLEIN DUNHAM POTENTIAL PRODUCED FOR THIS STATE COVERS THE REGION FROM   1.285 TO   3.420 ANGSTROMS
 THE TO TAL POTENTIAL FUNCTION I

         RADIUS           ENERGY            RADIUS           ENERGY            RADIUS           ENERGY
          .7500          125604.800          .7550          123330.600          .7600          121092.000
          .7650          118888.500          .7700          116719.600          .7750          114584.900
          .7800          112483.800          .7850          110415.900          .7900          108380.700
          .7950          106377.700          .8000          104406.400          .8050          102466.400
          .8100          100557.400          .8150           98678.670          .8200           96829.970
          .8250           95010.820          .8300           93220.790          .8350           91459.470
          .8400           89726.440          .8450           88021.300          .8500           86343.650
          .8550           84693.080          .8600           83069.210          .8650           81471.660
          .8700           79900.050          .8750           78353.990          .8800           76833.130
          .8850           75337.090          .8900           73865.520          .8950           72418.070
          .9000           70994.380          .9050           69594.110          .9100           68216.920
          .9150           66862.480          .9200           65530.450          .9250           64220.510
          .9300           62932.340          .9350           61665.610          .9400           60420.030
          .9450           59195.270          .9500           57991.040          .9550           56807.040
          .9600           55642.970          .9650           54498.540          .9700           53373.450
          .9750           52267.440          .9800           51180.210          .9850           50111.500
          .9900           49061.020          .9950           48028.520         1.0000           47013.730
         1.0050           46016.380         1.0100           45036.220         1.0150           44073.000
         1.0200           43126.470         1.0250           42196.380         1.0300           41282.480
         1.0350           40384.540         1.0400           39502.330         1.0450           38635.600
         1.0500           37784.130         1.0550           36947.680         1.0600           36126.050
         1.0650           35319.000         1.0700           34526.330         1.0750           33747.800
         1.0800           32983.230         1.0850           32232.390         1.0900           31495.080
         1.0950           30771.100         1.1000           30060.240         1.1050           29362.320
         1.1100           28677.140         1.1150           28004.500         1.1200           27344.220
         1.1250           26696.110         1.1300           26059.980         1.1350           25435.660
         1.1400           24822.970         1.1450           24221.740         1.1500           23631.780
         1.1550           23052.930         1.1600           22485.020         1.1650           21927.880
         1.1700           21381.350         1.1750           20845.270         1.1800           20319.470
         1.1850           19803.810         1.1900           19298.120         1.1950           18802.260
         1.2000           18316.060         1.2050           17839.400         1.2100           17372.110
         1.2150           16914.060         1.2200           16465.100         1.2250           16025.080
         1.2300           15593.890         1.2350           15171.370         1.2400           14757.390
         1.2450           14351.830         1.2500           13954.540         1.2550           13565.410
         1.2600           13184.300         1.2650           12811.090         1.2700           12445.660
         1.2750           12087.880         1.2800           11737.630         1.2850           11220.800
         1.2900           11065.530         1.2950           10889.540         1.3000           10710.010
         1.3050           10438.700         1.3100           10170.140         1.3150            9900.508
         1.3200            9627.270         1.3250            9344.108         1.3300            9031.231
         1.3350            8731.608         1.3400            8446.638         1.3450            8172.837
         1.3500            7907.487         1.3550            7648.212         1.3600            7392.745
         1.3650            7132.638         1.3700            6879.828         1.3750            6636.379
         1.3800            6401.402         1.3850            6173.927         1.3900            5953.486
         1.3950            5739.327         1.4000            5530.934         1.4050            5327.867
         1.4100            5129.479         1.4150            4934.688         1.4200            4742.896
1
         1.4250            4557.218         1.4300            4376.825         1.4350            4201.585
         1.4400            4031.386         1.4450            3866.061         1.4500            3705.465
         1.4550            3549.427         1.4600            3397.914         1.4650            3250.750
         1.4700            3107.882         1.4750            2969.135         1.4800            2834.453
         1.4850            2703.732         1.4900            2576.887         1.4950            2453.793
         1.5000            2334.451         1.5050            2217.966         1.5100            2105.542
         1.5150            1997.298         1.5200            1892.242         1.5250            1790.709
         1.5300            1692.613         1.5350            1597.878         1.5400            1506.447
         1.5450            1418.269         1.5500            1333.298         1.5550            1251.476
         1.5600            1172.755         1.5650            1097.082         1.5700            1024.406
         1.5750             954.675         1.5800             887.838         1.5850             823.847
         1.5900             762.654         1.5950             704.207         1.6000             648.458
         1.6050             595.358         1.6100             544.860         1.6150             496.918
         1.6200             451.485         1.6250             408.514         1.6300             367.960
         1.6350             329.780         1.6400             293.928         1.6450             260.361
         1.6500             229.037         1.6550             199.912         1.6600             172.945
         1.6650             148.097         1.6700             125.361         1.6750             104.650
         1.6800              85.926         1.6850              69.152         1.6900              54.291
         1.6950              41.306         1.7000              30.162         1.7050              20.823
         1.7100              13.255         1.7150               7.422         1.7200               3.291
         1.7250                .828         1.7300                .000         1.7350                .775
         1.7400               3.119         1.7450               7.002         1.7500              12.392
         1.7550              19.258         1.7600              27.570         1.7650              37.298
         1.7700              48.413         1.7750              60.885         1.7800              74.686
         1.7850              89.788         1.7900             106.164         1.7950             123.785
         1.8000             142.627         1.8050             162.661         1.8100             183.863
         1.8150             206.207         1.8200             229.669         1.8250             254.224
         1.8300             279.848         1.8350             306.517         1.8400             334.209
         1.8450             362.901         1.8500             392.572         1.8550             423.199
         1.8600             454.759         1.8650             487.230         1.8700             520.592
         1.8750             554.824         1.8800             589.907         1.8850             625.820
         1.8900             662.544         1.8950             700.060         1.9000             738.348
         1.9050             777.391         1.9100             817.169         1.9150             857.665
         1.9200             898.860         1.9250             940.738         1.9300             983.281
         1.9350            1026.473         1.9400            1070.297         1.9450            1114.739
         1.9500            1159.782         1.9550            1205.409         1.9600            1251.606
         1.9650            1298.356         1.9700            1345.644         1.9750            1393.456
         1.9800            1441.778         1.9850            1490.596         1.9900            1539.898
         1.9950            1589.670         2.0000            1639.892         2.0050            1690.557
         2.0100            1741.657         2.0150            1793.171         2.0200            1845.091
         2.0250            1897.397         2.0300            1950.084         2.0350            2003.135
         2.0400            2056.543         2.0450            2110.295         2.0500            2164.388
         2.0550            2219.144         2.0600            2274.109         2.0650            2329.257
         2.0700            2384.608         2.0750            2440.184         2.0800            2495.989
         2.0850            2552.027         2.0900            2608.283         2.0950            2664.742
1
         2.1000            2721.373         2.1050            2778.205         2.1100            2835.210
         2.1150            2892.381         2.1200            2949.708         2.1250            3007.185
         2.1300            3064.800         2.1350            3122.548         2.1400            3180.412
         2.1450            3238.386         2.1500            3296.461         2.1550            3354.641
         2.1600            3412.902         2.1650            3471.244         2.1700            3529.656
         2.1750            3588.138         2.1800            3646.674         2.1850            3705.264
         2.1900            3763.894         2.1950            3822.541         2.2000            3881.216
         2.2050            3939.932         2.2100            3998.671         2.2150            4057.410
         2.2200            4116.143         2.2250            4174.859         2.2300            4233.567
         2.2350            4292.269         2.2400            4350.967         2.2450            4409.619
         2.2500            4468.244         2.2550            4526.831         2.2600            4585.379
         2.2650            4643.875         2.2700            4702.319         2.2750            4760.694
         2.2800            4818.999         2.2850            4877.517         2.2900            4935.791
         2.2950            4993.632         2.3000            5051.143         2.3050            5108.388
         2.3100            5165.418         2.3150            5222.253         2.3200            5278.886
         2.3250            5335.292         2.3300            5391.497         2.3350            5447.476
         2.3400            5503.232         2.3450            5558.782         2.3500            5614.126
