


  RMIN =  .750  MAXV   = 20  BE =    1.9730
         2.3400           54205.760         2.3450           54258.810         2.3500           54311.120
         2.3550           54362.710         2.3600           54413.570         2.3650           54463.730
         2.3700           54513.190         2.3750           54561.950         2.3800           54610.040
         2.3850           54657.450         2.3900           54704.200         2.3950           54750.300
         2.4000           54795.750         2.4050           54840.570         2.4100           54884.760
         2.4150           54928.330         2.4200           54971.290         2.4250           55013.650
         2.4300           55055.410         2.4350           55096.590         2.4400           55137.190
         2.4450           55177.220         2.4500           55216.680         2.4550           55255.600
         2.4600           55293.960         2.4650           55331.790         2.4700           55369.080
         2.4750           55405.850         2.4800           55442.100         2.4850           55477.840
         2.4900           55513.080         2.4950           55547.820         2.5000           55582.070
         2.5050           55615.840         2.5100           55649.140         2.5150           55681.960
         2.5200           55714.320         2.5250           55746.220         2.5300           55777.670
         2.5350           55808.680         2.5400           55839.250         2.5450           55869.390
         2.5500           55899.100         2.5550           55928.390         2.5600           55957.270
         2.5650           55985.740         2.5700           56013.800         2.5750           56041.470
         2.5800           56068.750         2.5850           56095.640         2.5900           56122.140
         2.5950           56148.280         2.6000           56174.040         2.6050           56199.440
         2.6100           56224.480         2.6150           56249.160         2.6200           56273.500
         2.6250           56297.480         2.6300           56321.130         2.6350           56344.440
         2.6400           56367.420         2.6450           56390.070         2.6500           56412.410
         2.6550           56434.420         2.6600           56456.120         2.6650           56477.520
         2.6700           56498.610         2.6750           56519.390         2.6800           56539.890
         2.6850           56560.090         2.6900           56580.000         2.6950           56599.640
         2.7000           56618.990         2.7050           56638.070         2.7100           56656.870
         2.7150           56675.410         2.7200           56693.680         2.7250           56711.700
         2.7300           56729.450         2.7350           56746.950         2.7400           56764.210
         2.7450           56781.220         2.7500           56797.980         2.7550           56814.510
         2.7600           56830.800         2.7650           56846.860         2.7700           56862.690
1
         2.7750           56878.290         2.7800           56893.680         2.7850           56908.840
         2.7900           56923.780         2.7950           56938.510         2.8000           56953.040
         2.8050           56967.350         2.8100           56981.460         2.8150           56995.370
         2.8200           57009.080         2.8250           57022.590         2.8300           57035.910
         2.8350           57049.040         2.8400           57061.990         2.8450           57074.750
         2.8500           57087.320         2.8550           57099.710         2.8600           57111.940
         2.8650           57123.980         2.8700           57135.850         2.8750           57147.550
         2.8800           57159.090         2.8850           57170.460         2.8900           57181.660
         2.8950           57192.710         2.9000           57203.600         2.9050           57214.340
         2.9100           57224.910         2.9150           57235.340         2.9200           57245.620
         2.9250           57255.750         2.9300           57265.740         2.9350           57275.580
         2.9400           57285.290         2.9450           57294.850         2.9500           57304.280
         2.9550           57313.570         2.9600           57322.730         2.9650           57331.750
         2.9700           57340.650         2.9750           57349.430         2.9800           57358.070
         2.9850           57366.590         2.9900           57374.990         2.9950           57383.270
         3.0000           57391.430         3.0050           57399.470         3.0100           57407.400
         3.0150           57415.210         3.0200           57422.920         3.0250           57430.510
         3.0300           57437.990         3.0350           57445.370         3.0400           57452.640
         3.0450           57459.800         3.0500           57466.870         3.0550           57473.830
         3.0600           57480.690         3.0650           57487.450         3.0700           57494.120
         3.0750           57500.690         3.0800           57507.170         3.0850           57513.550
         3.0900           57519.840         3.0950           57526.050         3.1000           57532.160
         3.1050           57538.180         3.1100           57544.120         3.1150           57549.980
         3.1200           57555.750         3.1250           57561.430         3.1300           57567.040
         3.1350           57572.560         3.1400           57578.010         3.1450           57583.370
         3.1500           57588.660         3.1550           57593.880         3.1600           57599.020
         3.1650           57604.080         3.1700           57609.070         3.1750           57614.000
         3.1800           57618.850         3.1850           57623.630         3.1900           57628.340
         3.1950           57632.980         3.2000           57637.560         3.2050           57642.070
         3.2100           57646.520         3.2150           57650.900         3.2200           57655.220
         3.2250           57659.480         3.2300           57663.680         3.2350           57667.820
         3.2400           57671.890         3.2450           57675.910         3.2500           57679.870
         3.2550           57683.780         3.2600           57687.630         3.2650           57691.420
         3.2700           57695.160         3.2750           57698.840         3.2800           57702.470
         3.2850           57706.050         3.2900           57709.580         3.2950           57713.050
         3.3000           57716.480         3.3050           57719.860         3.3100           57723.190
         3.3150           57726.470         3.3200           57729.710         3.3250           57732.890
         3.3300           57736.040         3.3350           57739.130         3.3400           57742.190
         3.3450           57745.200         3.3500           57748.160         3.3550           57751.080
         3.3600           57753.960         3.3650           57756.800         3.3700           57759.600
         3.3750           57762.360         3.3800           57765.080         3.3850           57767.760
         3.3900           57770.400         3.3950           57773.000         3.4000           57775.570
         3.4050           57778.090         3.4100           57780.590         3.4150           57783.040
         3.4200           57785.460         3.4250           57787.850         3.4300           57790.200
         3.4350           57792.520         3.4400           57794.800         3.4450           57797.060
1
         3.4500           57799.280         3.4550           57801.460         3.4600           57803.620
         3.4650           57805.750         3.4700           57807.840         3.4750           57809.910
         3.4800           57811.940         3.4850           57813.950         3.4900           57815.920
         3.4950           57817.870         3.5000           57819.790
1V'  B(V)  (CAL)   B(V)  (OBS)    DEVIATION        E(V)ALC)   E(V) (OBS)   DEVIATION        RMIN     RMAX   
   -1   1.9730         1.9730       .0000               .0000         .0000       .0000      1.1501      1.1501
    0   1.9615         1.9615       .0000           1076.4910     1076.9000      -.4089      1.1041      1.2027
    1   1.9385         1.9385       .0000           3199.7190     3200.4000      -.6809      1.0740      1.2461
    2   1.9156         1.9155       .0001           5282.6140     5283.5000      -.8857      1.0548      1.2789
    3   1.8926         1.8925       .0001           7325.0950     7326.2000     -1.1050      1.0401      1.3074
    4   1.8696         1.8695       .0001           9327.1530     9328.5000     -1.3467      1.0279      1.3335
    5   1.8466         1.8465       .0001          11288.7900    11290.4000     -1.6133      1.0175      1.3582
    6   1.8236         1.8235       .0001          13209.9800    13211.9000     -1.9170      1.0083      1.3819
    7   1.8007         1.8005       .0002          15090.7400    15093.0000     -2.2568      1.0001      1.4049
    8   1.7777         1.7775       .0002          16931.0700    16933.7000     -2.6289       .9926      1.4275
    9   1.7547         1.7545       .0002          18730.9600    18734.0000     -3.0352       .9857      1.4497
   10   1.7317         1.7315       .0002          20490.4300    20493.9000     -3.4707       .9793      1.4717
   11   1.7087         1.7085       .0002          22209.5000    22213.4000     -3.9004       .9734      1.4935
   12   1.6857         1.6855       .0002          23888.2300    23892.5000     -4.2715       .9678      1.5154
   13   1.6626         1.6625       .0001          25526.6700    25531.2000     -4.5293       .9625      1.5372
   14   1.6393         1.6395      -.0002          27124.9600    27129.5000     -4.5449       .9575      1.5592
   15   1.6158         1.6165      -.0007          28683.2800    28687.4000     -4.1172       .9527      1.5812
   16   1.5920         1.5935      -.0015          30201.8500    30204.9000     -3.0547       .9481      1.6035
   17   1.5677         1.5705      -.0028          31681.0000    31682.0000     -1.0039       .9437      1.6260
   18   1.5428         1.5475      -.0047          33121.0600    33118.7000      2.3633       .9394      1.6488
   19   1.5172         1.5245      -.0073          34522.3700    34515.0000      7.3672       .9353      1.6719
   20   1.4908         1.5015      -.0107          35885.2300    35870.9000     14.3320       .9313      1.6953
  NOISE FACTOR HAS MAXIMUM VALUE OF    .37E-10



  RMIN =  .750  MAXV   = 20  BE =    1.8997
  RMAX = 3.500  KDMAXV = 20  RE =    1.1721
  DELR =  .005  NEIG   =  0  DE =63620.6200
  ZMU  = 6.462


 THE KLEIN DUNHAM POTENTIAL PRODUCED FOR THIS STATE COVERS THE REGION FROM    .945 TO   1.670 ANGSTROMS
 THE TO TAL POTENTIAL FUNCTION I

         RADIUS           ENERGY            RADIUS           ENERGY            RADIUS           ENERGY
          .7500          217610.700          .7550          209422.600          .7600          201489.500
          .7650          193804.600          .7700          186361.100          .7750          179152.500
          .7800          172172.300          .7850          165414.300          .7900          158872.400
          .7950          152540.700          .8000          146413.400          .8050          140485.000
          .8100          134749.900          .8150          129202.800          .8200          123838.600
          .8250          118652.100          .8300          113638.400          .8350          108792.800
          .8400          104110.600          .8450           99587.180          .8500           95218.140
          .8550           90999.160          .8600           86926.020          .8650           82994.630
          .8700           79201.020          .8750           75541.270          .8800           72011.620
          .8850           68608.370          .8900           65327.930          .8950           62166.820
          .9000           59121.620          .9050           56189.020          .9100           53365.800
          .9150           50648.810          .9200           48034.990          .9250           45521.360
          .9300           43105.030          .9350           40783.160          .9400           38553.010
          .9450           36360.430          .9500           34358.180          .9550           32430.870
          .9600           30577.250          .9650           28794.970          .9700           27085.190
          .9750           25445.260          .9800           23872.720          .9850           22368.080
          .9900           20928.210          .9950           19550.990         1.0000           18234.850
         1.0050           16979.160         1.0100           15783.130         1.0150           14643.880
         1.0200           13558.890         1.0250           12527.100         1.0300           11547.470
         1.0350           10618.540         1.0400            9739.021         1.0450            8907.232
         1.0500            8121.545         1.0550            7380.812         1.0600            6683.372
         1.0650            6027.867         1.0700            5413.108         1.0750            4837.781
         1.0800            4300.822         1.0850            3800.971         1.0900            3337.233
         1.0950            2908.517         1.1000            2513.667         1.1050            2151.610
         1.1100            1821.319         1.1150            1521.813         1.1200            1252.134
         1.1250            1011.353         1.1300             798.549         1.1350             612.846
         1.1400             453.369         1.1450             319.279         1.1500             209.770
         1.1550             124.067         1.1600              61.325         1.1650              20.799
         1.1700               1.760         1.1750               3.500         1.1800              25.326
         1.1850              66.563         1.1900             126.552         1.1950             204.652
         1.2000             300.240         1.2050             412.710         1.2100             541.469
         1.2150             685.950         1.2200             845.580         1.2250            1019.824
         1.2300            1208.155         1.2350            1410.049         1.2400            1625.009
         1.2450            1852.563         1.2500            2092.226         1.2550            2343.545
         1.2600            2606.058         1.2650            2879.343         1.2700            3162.947
         1.2750            3456.440         1.2800            3759.403         1.2850            4071.490
         1.2900            4392.303         1.2950            4721.483         1.3000            5058.690
         1.3050            5403.554         1.3100            5755.768         1.3150            6114.958
         1.3200            6480.882         1.3250            6853.149         1.3300            7231.502
         1.3350            7615.523         1.3400            8005.040         1.3450            8399.648
         1.3500            8799.251         1.3550            9203.420         1.3600            9611.981
         1.3650           10024.680         1.3700           10441.210         1.3750           10861.400
         1.3800           11285.030         1.3850           11711.710         1.3900           12141.400
         1.3950           12573.890         1.4000           13008.970         1.4050           13446.500
         1.4100           13886.140         1.4150           14327.900         1.4200           14771.530
1
         1.4250           15216.890         1.4300           15663.740         1.4350           16111.910
         1.4400           16561.320         1.4450           17011.640         1.4500           17462.830
         1.4550           17914.580         1.4600           18367.090         1.4650           18819.650
         1.4700           19272.650         1.4750           19726.000         1.4800           20179.400
         1.4850           20632.790         1.4900           21086.060         1.4950           21538.970
         1.5000           21991.900         1.5050           22443.820         1.5100           22895.290
         1.5150           23346.270         1.5200           23796.270         1.5250           24245.370
         1.5300           24693.730         1.5350           25140.960         1.5400           25587.080
         1.5450           26031.770         1.5500           26475.460         1.5550           26917.680
         1.5600           27358.560         1.5650           27798.060         1.5700           28235.910
         1.5750           28672.190         1.5800           29106.650         1.5850           29539.550
         1.5900           29970.390         1.5950           30399.480         1.6000           30826.670
         1.6050           31252.110         1.6100           31675.720         1.6150           32097.030
         1.6200           32516.530         1.6250           32933.750         1.6300           33348.790
         1.6350           33761.700         1.6400           34172.340         1.6450           34580.700
         1.6500           34987.280         1.6550           35390.710         1.6600           35792.480
         1.6650           36191.430         1.6700           36588.410         1.6750           36978.300
         1.6800           37364.960         1.6850           37747.110         1.6900           38124.770
         1.6950           38497.940         1.7000           38866.640         1.7050           39230.880
         1.7100           39590.680         1.7150           39946.070         1.7200           40297.050
         1.7250           40643.670         1.7300           40985.930         1.7350           41323.860
         1.7400           41657.490         1.7450           41986.850         1.7500           42311.960
         1.7550           42632.860         1.7600           42949.570         1.7650           43262.120
         1.7700           43570.550         1.7750           43874.880         1.7800           44175.160
         1.7850           44471.410         1.7900           44763.670         1.7950           45051.970
         1.8000           45336.360         1.8050           45616.850         1.8100           45893.500
         1.8150           46166.330         1.8200           46435.390         1.8250           46700.710
         1.8300           46962.320         1.8350           47220.270         1.8400           47474.600
         1.8450           47725.330         1.8500           47972.520         1.8550           48216.190
         1.8600           48456.380         1.8650           48693.140         1.8700           48926.500
         1.8750           49156.500         1.8800           49383.180         1.8850           49606.570
         1.8900           49826.720         1.8950           50043.660         1.9000           50257.430
         1.9050           50468.070         1.9100           50675.610         1.9150           50880.090
         1.9200           51081.560         1.9250           51280.040         1.9300           51475.580
         1.9350           51668.210         1.9400           51857.960         1.9450           52044.890
         1.9500           52229.010         1.9550           52410.360         1.9600           52588.990
         1.9650           52764.930         1.9700           52938.210         1.9750           53108.870
         1.9800           53276.940         1.9850           53442.460         1.9900           53605.460
         1.9950           53765.970         2.0000           53924.030         2.0050           54079.680
         2.0100           54232.930         2.0150           54383.840         2.0200           54532.420
         2.0250           54678.720         2.0300           54822.760         2.0350           54964.570
         2.0400           55104.200         2.0450           55241.650         2.0500           55376.980
         2.0550           55510.200         2.0600           55641.350         2.0650           55770.450
         2.0700           55897.540         2.0750           56022.650         2.0800           56145.800
         2.0850           56267.020         2.0900           56386.340         2.0950           56503.790
1
         2.1000           56619.390         2.1050           56733.170         2.1100           56845.160
         2.1150           56955.380         2.1200           57063.870         2.1250           57170.640
         2.1300           57275.710         2.1350           57379.130         2.1400           57480.910
         2.1450           57581.070         2.1500           57679.640         2.1550           57776.640
         2.1600           57872.110         2.1650           57966.050         2.1700           58058.490
         2.1750           58149.460         2.1800           58238.970         2.1850           58327.050
         2.1900           58413.730         2.1950           58499.020         2.2000           58582.940
         2.2050           58665.520         2.2100           58746.770         2.2150           58826.720
         2.2200           58905.380         2.2250           58982.780         2.2300           59058.930
         2.2350           59133.860         2.2400           59207.580         2.2450           59280.110
         2.2500           59351.470         2.2550           59421.680         2.2600           59490.750
         2.2650           59558.710         2.2700           59625.560         2.2750           59691.340
         2.2800           59756.050         2.2850           59819.710         2.2900           59882.340
         2.2950           59943.960         2.3000           60004.570         2.3050           60064.200
         2.3100           60122.860         2.3150           60180.570         2.3200           60237.340
         2.3250           60293.190         2.3300           60348.130         2.3350           60402.160
         2.3400           60455.320         2.3450           60507.620         2.3500           60559.060
         2.3550           60609.660         2.3600           60659.440         2.3650           60708.400
         2.3700           60756.570         2.3750           60803.940         2.3800           60850.540
         2.3850           60896.380         2.3900           60941.470         2.3950           60985.820
         2.4000           61029.450         2.4050           61072.360         2.4100           61114.570
         2.4150           61156.080         2.4200           61196.910         2.4250           61237.080
         2.4300           61276.580         2.4350           61315.440         2.4400           61353.660
         2.4450           61391.250         2.4500           61428.220         2.4550           61464.590
         2.4600           61500.350         2.4650           61535.530         2.4700           61570.130
         2.4750           61604.160         2.4800           61637.630         2.4850           61670.550
         2.4900           61702.930         2.4950           61734.770         2.5000           61766.090
         2.5050           61796.890         2.5100           61827.190         2.5150           61856.980
         2.5200           61886.290         2.5250           61915.110         2.5300           61943.450
         2.5350           61971.330         2.5400           61998.750         2.5450           62025.710
         2.5500           62052.230         2.5550           62078.300         2.5600           62103.950
         2.5650           62129.180         2.5700           62153.990         2.5750           62178.390
         2.5800           62202.380         2.5850           62225.980         2.5900           62249.180
         2.5950           62272.010         2.6000           62294.450         2.6050           62316.520
         2.6100           62338.230         2.6150           62359.580         2.6200           62380.570
         2.6250           62401.220         2.6300           62421.530         2.6350           62441.500
         2.6400           62461.130         2.6450           62480.450         2.6500           62499.440
         2.6550           62518.110         2.6600           62536.480         2.6650           62554.540
         2.6700           62572.300         2.6750           62589.770         2.6800           62606.950
         2.6850           62623.840         2.6900           62640.460         2.6950           62656.790
         2.7000           62672.860         2.7050           62688.660         2.7100           62704.190
         2.7150           62719.470         2.7200           62734.500         2.7250           62749.270
         2.7300           62763.800         2.7350           62778.090         2.7400           62792.140
         2.7450           62805.950         2.7500           62819.540         2.7550           62832.900
         2.7600           62846.040         2.7650           62858.960         2.7700           62871.670
1
         2.7750           62884.160         2.7800           62896.450         2.7850           62908.530
         2.7900           62920.410         2.7950           62932.090         2.8000           62943.580
         2.8050           62954.880         2.8100           62965.990         2.8150           62976.910
         2.8200           62987.660         2.8250           62998.220         2.8300           63008.610
         2.8350           63018.820         2.8400           63028.870         2.8450           63038.750
         2.8500           63048.460         2.8550           63058.020         2.8600           63067.410
         2.8650           63076.640         2.8700           63085.720         2.8750           63094.660
         2.8800           63103.440         2.8850           63112.070         2.8900           63120.570
         2.8950           63128.910         2.9000           63137.130         2.9050           63145.200
         2.9100           63153.140         2.9150           63160.950         2.9200           63168.630
         2.9250           63176.170         2.9300           63183.600         2.9350           63190.890
         2.9400           63198.070         2.9450           63205.130         2.9500           63212.070
         2.9550           63218.900         2.9600           63225.610         2.9650           63232.210
         2.9700           63238.700         2.9750           63245.070         2.9800           63251.350
         2.9850           63257.520         2.9900           63263.590         2.9950           63269.550
         3.0000           63275.420         3.0050           63281.180         3.0100           63286.860
         3.0150           63292.430         3.0200           63297.920         3.0250           63303.310
         3.0300           63308.610         3.0350           63313.830         3.0400           63318.950
         3.0450           63324.000         3.0500           63328.950         3.0550           63333.830
         3.0600           63338.620         3.0650           63343.330         3.0700           63347.970
         3.0750           63352.520         3.0800           63357.000         3.0850           63361.410
         3.0900           63365.740         3.0950           63370.000         3.1000           63374.190
         3.1050           63378.310         3.1100           63382.360         3.1150           63386.340
         3.1200           63390.260         3.1250           63394.110         3.1300           63397.900
         3.1350           63401.620         3.1400           63405.280         3.1450           63408.880
         3.1500           63412.420         3.1550           63415.900         3.1600           63419.320
         3.1650           63422.690         3.1700           63426.000         3.1750           63429.250
         3.1800           63432.450         3.1850           63435.600         3.1900           63438.690
         3.1950           63441.730         3.2000           63444.720         3.2050           63447.660
         3.2100           63450.560         3.2150           63453.400         3.2200           63456.200
         3.2250           63458.950         3.2300           63461.650         3.2350           63464.310
         3.2400           63466.920         3.2450           63469.490         3.2500           63472.020
         3.2550           63474.500         3.2600           63476.950         3.2650           63479.350
         3.2700           63481.710         3.2750           63484.040         3.2800           63486.320
         3.2850           63488.560         3.2900           63490.770         3.2950           63492.950
         3.3000           63495.080         3.3050           63497.180         3.3100           63499.240
         3.3150           63501.270         3.3200           63503.270         3.3250           63505.230
         3.3300           63507.160         3.3350           63509.060         3.3400           63510.920
         3.3450           63512.760         3.3500           63514.560         3.3550           63516.340
         3.3600           63518.080         3.3650           63519.800         3.3700           63521.480
         3.3750           63523.140         3.3800           63524.770         3.3850           63526.370
         3.3900           63527.950         3.3950           63529.500         3.4000           63531.020
         3.4050           63532.520         3.4100           63534.000         3.4150           63535.450
         3.4200           63536.870         3.4250           63538.270         3.4300           63539.650
         3.4350           63541.000         3.4400           63542.330         3.4450           63543.640
1
         3.4500           63544.930         3.4550           63546.200         3.4600           63547.440
         3.4650           63548.660         3.4700           63549.870         3.4750           63551.050
         3.4800           63552.210         3.4850           63553.360         3.4900           63554.480
         3.4950           63555.590         3.5000           63556.680
1V'  B(V)  (CAL)   B(V)  (OBS)    DEVIATION        E(V)ALC)   E(V) (OBS)   DEVIATION        RMIN     RMAX   
   -1   1.8997         1.8997       .0000               .0000         .0000       .0000      1.1721      1.1721
    0   1.8910         1.8910       .0000           1030.9780     1031.0200      -.0421      1.1246      1.2253
    1   1.8736         1.8736       .0000           3073.2180     3073.4100      -.1921      1.0930      1.2684
    2   1.8561         1.8561       .0000           5089.2730     5089.5400      -.2671      1.0728      1.3005
    3   1.8386         1.8386       .0000           7078.9940     7079.3600      -.3662      1.0571      1.3280
    4   1.8210         1.8210       .0000           9042.3710     9042.8100      -.4385      1.0442      1.3530
    5   1.8033         1.8033       .0000          10979.3300    10979.8500      -.5186      1.0330      1.3764
    6   1.7855         1.7855       .0000          12889.7100    12890.4100      -.6992      1.0232      1.3986
    7   1.7677         1.7677       .0000          14773.5200    14774.4400      -.9209      1.0144      1.4200
    8   1.7499         1.7499       .0000          16630.7700    16631.8900     -1.1191      1.0064      1.4408
    9   1.7320         1.7319       .0001          18461.4200    18462.7100     -1.2930       .9991      1.4611
   10   1.7140         1.7139       .0001          20265.3200    20266.8300     -1.5078       .9924      1.4810
   11   1.6959         1.6959       .0000          22042.3500    22044.2000     -1.8496       .9861      1.5006
   12   1.6778         1.6778       .0000          23792.5600    23794.7700     -2.2051       .9803      1.5200
   13   1.6597         1.6596       .0001          25515.9700    25518.4900     -2.5215       .9748      1.5392
   14   1.6414         1.6414       .0000          27212.4500    27215.2900     -2.8438       .9696      1.5584
   15   1.6231         1.6231       .0000          28881.9500    28885.1300     -3.1836       .9647      1.5774
   16   1.6047         1.6047       .0000          30524.4900    30527.9500     -3.4590       .9601      1.5965
   17   1.5861         1.5863      -.0002          32139.9900    32143.7000     -3.7129       .9558      1.6156
   18   1.5675         1.5678      -.0003          33728.4200    33732.3100     -3.8867       .9516      1.6346
   19   1.5486         1.5492      -.0006          35289.6800    35293.7500     -4.0664       .9476      1.6538
   20   1.5291         1.5306      -.0015          36823.2400    36827.9500     -4.7109       .9439      1.6730
  NOISE FACTOR HAS MAXIMUM VALUE OF    .97E-11
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 0   0    .9128017E+00             .1165632E+01
                                 0   1    .8037592E-01             .1050516E+01
